Branch,Division,Group,Item,Qty,Total Amount
Stories - Bir Hasan,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,4,0
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,14487,544524.16
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,428,72347
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,164,27747.9
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,79,13323.42
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,105,17692.49
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,POMEGRANATE JUICE,108,18200.15
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,270,45398.05
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,1743,237449.85
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,199,33522.67
Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,677,44543.64
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,345,71166.55
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,ORANGE CAKE,94,28590
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,169,51721.02
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,986,158524.63
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,637,205562.19
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,257,93734.83
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,164,59987.09
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,LOTUS CHEESE CAKE,193,70940.54
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE MUFFIN,9,1800.36
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,CARROT CAKE,203,59086.22
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY MUFFIN,209,43128.59
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,APRICOT SABLE,71,16953.78
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE SABLE,262,62853.81
Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY,RED VELVET MUFFIN_,43,8801.32
Stories - Bir Hasan,CROISSANT,CROISSANT,CHEESE CROISSANT,851,179518.5
Stories - Bir Hasan,CROISSANT,CROISSANT,THYME CROISSANT,286,55614.41
Stories - Bir Hasan,CROISSANT,CROISSANT,PLAIN CROISSANT,138,26375.68
Stories - Bir Hasan,CROISSANT,CROISSANT,CHOCOLATE CROISSANT,677,146277.54
Stories - Bir Hasan,CROISSANT,CROISSANT,OLIVE CROISSANT,1,200
Stories - Bir Hasan,COOKIES,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,618,201045.95
Stories - Bir Hasan,COOKIES,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,182,58368.47
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,FONDANT AU CHOCOLAT,284,100867.57
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,ECLAIR ORIGINAL,299,76690.9
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CHOCOLAT,236,59727.3
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,150,37811.89
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CARAMEL,158,39838.83
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,MACARONS,294,79169.37
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,CHOCOLATE SALTED CAKE,206,66242.91
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,ECLAIR COFFEE,19,5216.22
Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,5,1837.84
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,GUMMY BEARS COMBO,2912,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,GRANOLLA COMBO,2884,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,WAFER ROLL COMBO,2419,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,MARSHMALLOW COMBO,3840,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,BROWNIES COMBO,3269,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,LOTUS BISCUIT COMBO,2940,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,CHOCOLATE CHIPS COMBO,3494,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,OREO COMBO,2711,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,SPRINKLES COMBO,1836,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,MIXED NUTS COMBO,1173,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,OATS COMBO,308,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,STRAWBERRY COMBO,10165,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,PINEAPPLE COMBO,4537,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,MANGO COMBO,7535,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,HONEY COMBO,108,0
Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS,BLUEBERRIES COMBO,5825,0
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,GRANOLLA,154,10473.03
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,WAFER ROLL,99,6977.24
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,MARSHMALLOW,289,20012.79
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,BROWNIES,191,12911.29
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,LOTUS BISCUITS,185,12979.1
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,OREO,274,19181.62
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,SPRINKLES,129,9044.86
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,OATS,40,2743.12
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,CHOCOLATE CHIPS,443,32074.77
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,MIXED NUTS,64,4370.15
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,GUMMY BEARS,152,10670.21
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,STRAWBERRY,592,43572.07
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,PINEAPPLE,233,16137.54
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,MANGO,399,29660
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,HONEY,75,5355.68
Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS,BLUEBERRIES,602,43408.83
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,PISTACHIO CRUNCH,1140,120291.5
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA CRUNCH,149,15500.84
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE CRUNCH,1372,146077.93
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,VARIEGATO WAFER,64.5,6759.1
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA,527.5,55619.91
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE RED BERRIES,59,6041.02
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBOLE PISTACHIO,81,8188.35
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,ARABESCHI COCCO SNAK,4,380.18
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,CRUMBLE LEMON,16,1629.43
Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS,VARIEGATO WAFER PISTACHIO,39,4342.34
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,340,109480.12
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,178.5,64137.27
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,4.5,2229.73
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,2858.1,991199.31
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,1436.5,600877.4
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,309,172412.84
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,85,27048.09
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT MEDIUM,42.5,15257.39
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT X-LARGE,1,466.67
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,948.6,321820
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,435,179058.83
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,78.5,44457.39
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT SMALL,1,330
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT MEDIUM,0.5,165.17
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT SMALL,266.5,85722.6
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,3339.25,1113476.88
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,90,32253.15
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,1729.7,717999.4
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,8,3906.31
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,293.1,162980.1
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT SMALL,6,2490
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,37,14218.33
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO MEDIUM,9.5,4760
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO X-LARGE,2.5,1693.33
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT SMALL,24,7696.59
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT MEDIUM,18.5,6523.33
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,475,147658.2
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,241,98694.65
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,42.5,23935.98
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,21.5,6800.63
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,215.75,67476.67
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,87,34925
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,2.5,866.67
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,13.5,7113.33
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP MANGO,180,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP CHOCOLATE,127,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP OREO,3,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP POMEGRANATE,6,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,23,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,207,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,95.5,30848.21
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,1332.8,445925.35
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,34.5,12414.26
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,684.1,286197.39
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT X-LARGE,3.5,1734.23
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,120,68218.65
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP BLUEBERRY,75,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP PISTACHIO,11,0
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO MEDIUM,153,63692.19
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO SMALL,351.5,112378.38
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO X-LARGE,47.5,26214.71
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT MEDIUM,4,1453.45
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT SMALL,23,7477.48
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT X-LARGE,1,495.5
Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP LOTUS SPREAD,71,0
Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT SMALL,7,2130
Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT COMBO SMALL,11.5,3866.67
Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT,RICOTTA YOGHURT COMBO MEDIUM,3,1200
Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT,TASTING CUP RICOTTA,9,0
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,KIBBEB B LABAN,42,26486.49
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,FREEKEH WITH CHICKEN,36,22891.89
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,LASAGNA,44,27747.75
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,ORIENTAL RICE,36,22765.77
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,SHAKRIYEH,24,15198.2
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,SHISH BARAK,38,23963.96
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,CHICKEN ALFREDO PASTA,54,34054.05
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,CHICKEN STROGANOFF,45,28378.38
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,KOUSA BE LABAN,4,2522.52
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,SPAGHETTI BOLOGNESE,14,8828.83
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,VEGETARIAN GRAPE LEAVES,93,58648.65
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,ROASTED CHICKEN,16,10090.09
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,NOUILLE,9,5801.8
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,BUTTER CHICKEN,23,14504.5
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,POTATO SOUFFLE,7,4414.41
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,Baked Falafel,1,630.63
Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR,B.B.Q CHICKEN,8,5045.05
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,TUNA SUB,577,206452.82
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,VEGGIE SUB,1578,13406.61
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,TURKEY & CHEESE SUB,1272.5,478477.96
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,CHICKEN TERIAKI SUB,1,366.67
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN TERIAKI SUB,2,720.72
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN TUNA SUB,396,156116.4
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN TURKEY & CHEESE SUB,611,247360.48
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN VEGGIE SUB,2,800
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,PESTO HALLOUMI SUB,575.5,171438.38
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,LABNEH SUB,476,67393.87
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN LABNEH SUB,164,48182.7
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN PESTO HALLOUMI SUB,477,160888.59
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN CAESAR SANDWICH,148,72143.69
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,CHICKEN CAESAR SANDWICH,301,138651.71
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,PULLED BEEF CHIMICHURRI SANDWICH,20,8450.45
Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES,BROWN PULLED BEEF CHIMICHURRI SANDWICH,18,8108.11
Stories - Bir Hasan,CINNAMON ROLLS,CINNAMONS,CLASSIC CINNAMON ROLL LARGE,2400,680733.94
Stories - Bir Hasan,CINNAMON ROLLS,CINNAMONS,CHOCOLATE ROLL LARGE,400,99323.42
Stories - Bir Hasan,CINNAMON ROLLS,CINNAMONS,EXTRA CREAM CHEESE FROSTING MIX,23,748.95
Stories - Bir Hasan,CINNAMON ROLLS,CINNAMONS,RED CINNAMON ROLL,153,53253.15
Stories - Bir Hasan,CINNAMON ROLLS,CINNAMONS,LOTUS ROLL,80,29498.2
Stories - Bir Hasan,CARTON,PACKAGING,CARTON HANDLE BAG,1006,0
Stories - Bir Hasan,CARTON,PACKAGING,SMALL DESSERT BOX(1PCS),151,0
Stories - Bir Hasan,CARTON,PACKAGING,MEDIUM DESSERT BOX(2PCS),25,0
Stories - Bir Hasan,CARTON,PACKAGING,LARGE DESSERT BOX(4PCS),30,0
Stories - Bir Hasan,NOT USED,NOT USED,TUNA PASTA SALAD/NOT USED,1,513.33
Stories - Bir Hasan,NOT USED,NOT USED,QUINOA SALAD/NOT USED,1,466.67
Stories - Bir Hasan,NOT USED,NOT USED,CHOCOLATE PLUS,160,16913.57
Stories - Bir Hasan,NOT USED,NOT USED,PRUNELLE THYME CROISSANT/NOT USED,5,1040
Stories - Bir Hasan,NOT USED,NOT USED,PRUNELLE CHEESE CROISSANT/NOT USED,5,1000
Stories - Bir Hasan,NOT USED,NOT USED,PRUNELLE CHOCOLATE CROISSANT/NOT USED,5,1020
Stories - Bir Hasan,NOT USED,NOT USED,BROWN SALAMI & PEPPERONI SUB/NOT USED,2,840
Stories - Bir Hasan,NOT USED,NOT USED,BROWN TRIO SUB,2,840
Stories - Bir Hasan,NOT USED,NOT USED,ROCCA SALAD/NOT USED,1,333.33
Stories - Bir Hasan,NOT USED,NOT USED,TIRAMISU ROLL/not used,10,3666.67
Stories - Bir Hasan,NOT USED,NOT USED,ROCCA SALAD (GRAB&GO),25,9480.42
Stories - Bir Hasan,NOT USED,NOT USED,STEVIA SUGAR SACHET/NOT USED,37,0
Stories - Bir Hasan,NOT USED,NOT USED,POMEGRANATE CUP/NOT USED,98,19620
Stories - Bir Hasan,NOT USED,NOT USED,MANGO CUP/NOT USED,1,366.67
Stories - Bir Hasan,NOT USED,NOT USED,NY STYLE COOKIE -PISTACHIO,5,1700
Stories - Bir Hasan,NOT USED,NOT USED,JOYCREAM FRUIT ROUGES,37,3830
Stories - Bir Hasan,NOT USED,NOT USED,BROWN FILET STEAK SANDWICH,43,21253.6
Stories - Bir Hasan,NOT USED,NOT USED,FILET STEAK SANDWICH,84,38956.58
Stories - Bir Hasan,NOT USED,NOT USED,NY STYLE COOKIE/NOT USED,5,1666.67
Stories - Bir Hasan,NOT USED,NOT USED,GRILLED VEGGIE SUB,15,466.67
Stories - Bir Hasan,NOT USED,NOT USED,BROWN GRILLED VEGGIE SUB,2,1000
Stories - Bir Hasan,NOT USED,NOT USED,FRIKEH LENTIL SALAD (GRAP&GO),37,17220.84
Stories - Bir Hasan,NOT USED,NOT USED,LEBANESE SALAD (GRAB&GO),14,6533.33
Stories - Bir Hasan,NOT USED,NOT USED,ADD STEAK,96,12297.9
Stories - Bir Hasan,NOT USED,NOT USED,PISTACHIO COOKIES/NOT USED,2,533.33
Stories - Bir Hasan,NOT USED,NOT USED,BROOKIES/NOT USED,3,853.33
Stories - Bir Hasan,NOT USED,NOT USED,RASPBERRY COOKIES/NOT USED,5,1333.33
Stories - Bir Hasan,NOT USED,NOT USED,NY STYLE COOKIE - RED PISTACHIO/NOT USED,15,5033.33
Stories - Bir Hasan,NOT USED,NOT USED,STRAWBERRY BOBA/NOT USED,19,0
Stories - Bir Hasan,NOT USED,NOT USED,GRANELLA DI BISCOTTO COMBO,50,0
Stories - Bir Hasan,NOT USED,NOT USED,KROCCO MILK,1,100
Stories - Bir Hasan,NOT USED,NOT USED,COOKIES & MILK,38,3920.09
Stories - Bir Hasan,NOT USED,NOT USED,VALENTINE HOT CHOCOLATE/NOT USED,33,12173.33
Stories - Bir Hasan,NOT USED,NOT USED,GRANELLA DI BISCOTTO,10,1000
Stories - Bir Hasan,NOT USED,NOT USED,NUTELLA ROLL,287,107396.67
Stories - Bir Hasan,NOT USED,NOT USED,ARABESCHI PISTACHIO CRYSTAL,4,400
Stories - Bir Hasan,NOT USED,NOT USED,BROWN ASIAN CRAB SANDWICH,1,360.36
Stories - Bir Hasan,NOT USED,NOT USED,ASIAN CRAB SANDWICH,8,2748.35
Stories - Bir Hasan,NOT USED,NOT USED,ADD CRAB,3,400
Stories - Bir Hasan,NOT USED,NOT USED,BROWN STEAK SANDWICH,2,1123.12
Stories - Bir Hasan,NOT USED,NOT USED,STEAK SANDWICH,2,1009.01
Stories - Bir Hasan,NOT USED,NOT USED,ACAI YOGHURT SMALL,9,5054.05
Stories - Bir Hasan,NOT USED,NOT USED,ACAI YOGHURT COMBO SMALL,94,61087.09
Stories - Bir Hasan,NOT USED,NOT USED,TASTING CUP ACAI,129,0
Stories - Bir Hasan,NOT USED,NOT USED,CHICKEN WITH POTATO,24,15135.14
Stories - Bir Hasan,NOT USED,NOT USED,NOODLES WITH VEGETABLES,7,4414.41
Stories - Bir Hasan,NOT USED,NOT USED,BERRIES SNACKOLOSI,4,408.41
Stories - Bir Hasan,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,5,2252.25
Stories - Bir Hasan,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO X-LARGE,0.5,375.38
Stories - Bir Hasan,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT MEDIUM,1,495.5
Stories - Bir Hasan,NOT USED,NOT USED,TASTING CUP ORIGINAL SUGAR FREE YOUGHURT,1,0
Stories - Bir Hasan,NOT USED,NOT USED,CHINESE CHICKEN,9,5675.68
Stories - Bir Hasan,NOT USED,NOT USED,OUZI,9,5675.68
Stories - Bir Hasan,NOT USED,NOT USED,TURKISH KABAB,14,8828.83
Stories - Bir Hasan,NOT USED,NOT USED,GRANOLA BAR CHOCOLATE,40,3612.61
Stories - Bir Hasan,NOT USED,NOT USED,GRANOLA BAR VANILLA,59,5333.33
Stories - Bir Hasan,SUBS,ADD ONS,ADD SMOKED TURKEY,533,54034.53
Stories - Bir Hasan,SUBS,ADD ONS,ADD CHEDDAR CHEESE,29,1900.3
Stories - Bir Hasan,SUBS,ADD ONS,ADD TUNA,306.5,41658.5
Stories - Bir Hasan,SUBS,ADD ONS,ADD CHICKEN,170,23410.81
Stories - Bir Hasan,SUBS,ADD ONS,ADD HALLOUM CHEESE,627,58166.67
Stories - Bir Hasan,SUBS,ADD ONS,ADD PULLED BEEF,14,2102.1
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,FREEZE DROPS STRAWBERRY,357,72135.08
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,MEDIUM CHIPS,441,28464.86
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,MATCHA CUP,15,3153.15
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,VANILLA  ASH,43,9039.04
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,BEETROOT CUP,49,10300.3
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,CHOCOLATE SP/MO,46,9669.67
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,HONEY PEANUT ST BITES,82,13333.33
Stories - Bir Hasan,GRAB&GO FOOD,PACKAGED FOOD,SPECIALITY COFFEE ST BITES,79,12810.81
Stories - Bir Hasan,GRAB&GO FOOD,SALADS,GREEK SALAD (GRAB&GO),76,34628.77
Stories - Bir Hasan,GRAB&GO FOOD,SALADS,QUINOA SALAD (GRAB&GO),152,71183.48
